word,let,syl,freq_KF,freq_BNC,freq_TV,freq_PG,freq_BN,noun,adjective,ndim1,ndim2,ndim3,ndim4,ndim5,ndim6,ndim7,adim1,adim2,adim3,adim4,adim5,adim6,adim7,adim8,adim9,adim10,p_hit,p_fa,DP
rough,5,1,47,35.224775,43.438375,47.3327,37.392157,0,1,-99,-99,-99,-99,-99,-99,-99,3.23,4.19,6.2,6.03,6.01,5.18,2.48,2.79,2.16,3.51,-99,-99,-99
vacation,8,3,47,2.977023,25.80972,5.13841,32.803922,1,0,6.06,1.9,6.03,4.63,6.2,4.8,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.774194,0.25,1.427219
anger,5,2,48,38.771229,25.125112,48.2386,19.431373,1,0,1.58,6.11,5.26,3.73,6.79,5.79,6.05,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.72,0.272727,1.187427
comparison,10,4,48,33.346653,4.176109,23.7023,3.666667,1,0,4.18,3.27,4.13,4.31,6.5,4.63,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.566667,0.115385,1.366274
employment,10,3,48,106.653347,4.758025,24.7261,5.333333,1,0,4.7,4.16,5.03,4.8,6.66,5.64,3.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.642857,0.090909,1.701284
liberty,7,3,48,13.996004,13.76062,69.6032,16.647059,1,0,5.62,3.48,3.88,3,5.88,4.22,4.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.64,0.034483,2.177104
luck,4,1,48,32.087912,129.801669,33.5884,153.72549,1,0,5.65,2.65,4.34,2.96,6.42,4.79,3.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0.09375,1.318011
safety,6,2,48,86.053946,25.227803,46.1935,32.333333,1,0,5.18,3.71,4.18,4.06,6.34,5.65,4.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6,0.15625,1.263337
tired,5,1,48,41.168831,103.683875,60.5257,112.647059,0,1,-99,-99,-99,-99,-99,-99,-99,2.97,2.93,5.4,5.18,5.67,4.9,3.7,2.35,1.89,3.13,-99,-99,-99
creative,8,3,49,24.895105,11.706796,6.75549,10.745098,0,1,-99,-99,-99,-99,-99,-99,-99,5.79,2.77,5.01,2.27,6.13,5.26,3.07,5.62,5.81,5.38,-99,-99,-99
formal,6,2,49,64.295704,9.207977,19.2119,8.313725,0,1,-99,-99,-99,-99,-99,-99,-99,5.04,3.49,4.96,4.23,6.73,5.45,3.22,4.71,4.33,3.9,-99,-99,-99
honest,6,2,49,29.57043,104.847709,67.0882,72.333333,0,1,-99,-99,-99,-99,-99,-99,-99,6.27,2.58,5.87,5.11,7,4.58,4.01,6.2,6.03,5.81,-99,-99,-99
milk,4,1,49,48.621379,30.499285,43.7845,42.529412,1,0,4.37,2.11,6.31,5.74,6.51,4.34,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.941176,0.081081,2.962563
passage,7,2,49,40.08991,5.305712,83.9085,7.647059,1,0,4.21,3.34,4.96,4.31,6.15,3.68,2.53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6,0.066667,1.754433
ride,4,1,49,33.566434,94.749742,50.5519,135.372549,1,0,4.2,2.8,5.23,4.93,6.24,4.23,2.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.459459,0.086957,1.257942
salt,4,1,49,29.89011,12.90486,42.6492,19.509804,1,0,4.13,3.06,6.1,5.63,6.3,3.36,2.36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6875,0,2.815124
screen,6,1,49,49.9001,17.423273,11.2206,23.392157,1,0,4.3,3.03,5.96,5.56,5.79,3.7,1.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0.071429,1.465234
strike,6,1,49,56.763237,26.870862,44.8256,45.568627,1,0,2.77,4.5,5.28,4.03,6,3.15,3.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.566667,0.08,1.572966
tragedy,7,3,49,18.031968,12.836399,22.0821,14.176471,1,0,1.55,5.69,5.12,4.27,6.17,5.2,5.72,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.631579,0.121212,1.504987
brilliant,9,2,50,34.945055,35.120388,45.7995,35.803922,0,1,-99,-99,-99,-99,-99,-99,-99,6.5,2.88,5.63,3.72,6.47,4.06,2.93,5.29,6.23,5.22,-99,-99,-99
grant,5,1,50,74.535465,18.07365,31.7434,32.54902,1,0,5.29,3,4.04,3.58,5.54,3.7,2.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.540541,0.1,1.383347
pink,4,1,50,33.516484,20.469778,20.6984,28.470588,0,1,-99,-99,-99,-99,-99,-99,-99,4.28,2.77,6.26,5.18,5.93,4.98,2.41,4.05,3.39,4.36,-99,-99,-99
proud,5,1,50,31.588412,88.519809,67.4924,83.627451,0,1,-99,-99,-99,-99,-99,-99,-99,5.12,3.61,5.96,5.32,7,4.43,5.77,5.01,4.72,5.44,-99,-99,-99
ring,4,1,50,69.8002,95.365889,52.0004,92.745098,1,0,5.25,3.05,6.3,5.45,6.7,4.55,3.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.057143,2.420841
silent,6,2,50,37.942058,18.552876,100.695,23,0,1,-99,-99,-99,-99,-99,-99,-99,3.82,3.21,5.56,4.12,5.63,5.33,2.55,3.5,2.9,4.14,-99,-99,-99
welcome,7,2,50,65.064935,149.68953,51.0091,179.215686,1,1,5.58,1.7,4.2,4.31,6.44,4.63,4.26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.486486,0.038462,1.734945
worse,5,1,50,72.297702,144.383819,79.1632,98.078431,0,1,-99,-99,-99,-99,-99,-99,-99,1.94,4.96,4.49,2.6,5.86,5.33,3.05,1.78,1.2,2.71,-99,-99,-99
acceptance,10,3,51,26.553447,3.696883,11.1803,3.156863,1,0,5.78,3.78,3.9,3.18,6.21,4.6,4.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.621622,0.157895,1.31289
blind,5,1,51,31.318681,35.565383,47.5994,45.823529,1,1,2.38,4.82,5,5.53,6.56,3.25,3.92,2.13,5.15,6.42,5.63,6.79,3.3,4.09,2.45,1.18,1.97,0.631579,0.277778,0.925494
devoted,7,3,51,25.284715,9.173747,43.0717,8.019608,0,1,-99,-99,-99,-99,-99,-99,-99,5.63,2.68,5.99,4.79,6.04,3.93,5.06,6.07,5.59,5.52,-99,-99,-99
engine,6,2,51,50.06993,13.589468,17.8171,31.882353,1,0,4.06,3.62,6.03,6,5.72,4.17,1.93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.621622,0.05,1.954596
estate,6,2,51,54.125874,18.450185,37.8787,21.098039,1,0,4.31,3.12,5.56,5.21,6.06,4.12,2.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.111111,1.98535
female,6,2,51,81.038961,18.587106,42.7679,31.607843,1,0,5.12,2.54,6.09,5.87,6.37,5.81,4.12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.689655,0,2.821221
surprise,8,2,51,53.306693,117.718339,79.6356,88.901961,1,0,5.02,3.91,4.57,3.97,6.37,4.05,5.11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.526316,0,2.39236
conventional,12,4,52,39.230769,2.053824,10.3804,3.039216,0,1,-99,-99,-99,-99,-99,-99,-99,4.04,3.09,4.17,3.66,5.88,5.27,2.26,4.89,4.26,4.72,-99,-99,-99
sick,4,1,52,45.154845,179.914972,67.1522,165.431373,0,1,-99,-99,-99,-99,-99,-99,-99,1.93,5.47,6.14,6.34,6.49,5.91,4.88,2.24,1.41,2.33,-99,-99,-99
bitter,6,2,53,25.044955,11.946409,49.5448,11.137255,0,1,-99,-99,-99,-99,-99,-99,-99,2.03,5.11,5.39,3.48,6.62,3.84,4.24,1.63,1.24,3.06,-99,-99,-99
experienced,11,4,53,55.804196,9.789894,30.4879,10,0,1,-99,-99,-99,-99,-99,-99,-99,5.5,3.58,5.26,5.21,6.49,5.86,3.73,5.38,6.17,5.75,-99,-99,-99
iron,4,2,53,47.452547,10.748345,72.2527,17.941176,1,0,3.86,3.03,6.06,5.51,5.96,3.82,1.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.65,0.052632,2.005177
plain,5,1,53,41.718282,15.848674,118.641,21.823529,1,1,3.64,2.45,4.72,3.7,6.64,4.27,1.67,3.15,3.62,5.18,4.75,6.3,3.33,3.75,3.64,2.22,3.11,0.608696,0,2.602269
absence,7,2,54,57.742258,6.195702,53.5028,6.313725,1,0,2.65,4.15,4.45,4.6,6.35,4.45,3.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.76,0.185185,1.602082
risk,4,1,54,118.511489,66.886198,36.3368,49.039216,1,0,3.06,5.09,4.21,3.42,6.3,4.72,3.69,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.076923,1.856804
seat,4,1,54,62.307692,66.064668,74.2661,78.784314,1,0,4.69,2.3,6.57,6.51,6.96,4.57,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.625,0.032258,2.167236
sin,3,1,54,13.566434,12.186022,67.5897,15.941176,1,0,1.66,5.03,4.7,2.92,5.85,4.25,4.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.766667,0.041667,2.459578
worry,5,2,54,55.794206,329.296428,17.7301,287.019608,1,0,2.09,5.48,4.18,3.4,6.06,5.34,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.388889,0.052632,1.33764
description,11,3,55,51.118881,11.056419,46.112,12.647059,1,0,4.34,3.34,2.46,3.11,6.34,4.73,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.56,0.064516,1.668898
phone,5,1,55,81.168831,288.356872,2.29587,269.72549,1,0,4.85,2.44,6.85,6.55,6.74,6.44,2.11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.571429,0.08,1.585084
plenty,6,2,55,49.120879,55.93247,42.597,62.313725,0,1,-99,-99,-99,-99,-99,-99,-99,4.82,3.19,5.17,4.54,6.66,3.66,2.98,4.29,4,3.6,-99,-99,-99
win,3,1,55,105.704296,107.004224,39.8589,134.647059,1,0,6.44,2.83,5,4.27,6.63,5.61,5.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.428571,0.026316,1.757919
agency,6,3,56,59.200799,18.005189,9.30374,19.431373,1,0,3.55,3.7,4.7,4.81,5.55,4.03,1.48,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0,2.326348
conduct,7,2,56,41.658342,8.009913,79.8199,11.098039,1,0,3.63,4.1,3.63,3.89,6.15,4.21,2.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,0.055556,2.267709
dear,4,1,56,89.000999,154.584477,270.503,223.431373,1,1,5,2.38,3.55,3.16,5.97,3.66,3.88,5.52,2.29,5.08,4.43,5.72,5.12,4.33,6.29,5.87,3.88,0.615385,0.027027,2.219784
grass,5,1,56,41.558442,9.310668,62.7266,16.784314,1,0,4.66,2.03,6.86,6.6,6.96,4.72,1.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.708333,0.052632,2.168379
identity,8,4,56,39.87013,14.684841,11.2388,12.980392,1,0,4.66,3.48,4.06,3.12,5.84,5.02,4.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.555556,0.083333,1.522704
item,4,2,56,37.752248,10.371811,6.87575,12.313725,1,0,4.2,2.62,4.75,4.33,6.16,5.29,1.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.647059,0.090909,1.71257
lake,4,1,56,39.62038,27.692392,46.2402,36,1,0,5.2,1.84,6.84,6.33,6.75,3.87,2.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.72,0.133333,1.693613
loved,5,1,56,48.941059,166.051661,120.145,110.333333,0,1,-99,-99,-99,-99,-99,-99,-99,6.26,2.51,6.05,3.75,5.82,6.02,6.63,6.35,6.74,4.62,-99,-99,-99
pure,4,1,56,33.906094,22.455141,69.2875,24.921569,0,1,-99,-99,-99,-99,-99,-99,-99,6.04,2.34,5.64,5.18,6.64,3.83,3.61,5.65,5.25,4.58,-99,-99,-99
spite,5,1,56,2.197802,11.090649,76.4955,7.607843,1,0,2.51,4.7,3.16,3.31,5.72,3.13,3.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.724138,0.058824,2.159905
afraid,6,2,57,59.61039,259.706029,116.467,247.666667,0,1,-99,-99,-99,-99,-99,-99,-99,2.36,5.9,6.53,4.95,5.72,5.86,5.23,2.03,1.46,2.91,-99,-99,-99
alive,5,2,57,42.497502,158.418282,59.6325,154.470588,0,1,-99,-99,-99,-99,-99,-99,-99,6.68,3.39,6.32,6.49,6.93,4.76,4.6,6.84,6.95,4.81,-99,-99,-99
gold,4,1,57,77.812188,37.687668,139.711,78.941176,1,0,5.65,2.13,6.17,5.69,6.13,3.86,2.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.947368,0,3.946204
hat,3,1,57,31.328671,43.02761,75.918,64.176471,1,0,4.24,2.31,6.62,6.1,6.03,3.86,2.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.619048,0.060606,1.852686
organized,9,3,57,24.795205,9.379129,22.2221,10.176471,0,1,-99,-99,-99,-99,-99,-99,-99,5.72,3.12,6.2,5.46,5.99,5.22,3.66,5.52,6.29,5.46,-99,-99,-99
uncle,5,2,57,35.394605,70.172316,57.3264,124.058824,1,0,5.08,2.68,6.1,5.55,6.4,4.04,3.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.826087,0.060606,2.48852
wagon,5,2,57,5.984016,6.435315,16.9136,17.764706,1,0,4.09,2.58,6.12,5.77,6.32,2.67,2.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.09375,2.082721
dollar,6,2,58,20.20979,33.408868,21.2933,27.647059,1,0,4.29,3.51,6.22,5.96,6.48,5.74,2.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.071429,2.229943
exercise,8,3,58,86.543457,13.623698,46.752,17.72549,1,0,5.06,3.63,6.2,5.16,6.56,5.73,2.63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.565217,0.064516,1.68214
limit,5,2,58,49.470529,10.577193,18.1684,13.019608,1,0,3.52,3.52,4.55,4.13,6.11,4.8,3.19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,0,3.000838
lose,4,1,58,64.815185,186.863742,69.1158,164.352941,1,0,2.46,4.63,4.86,4.8,6.6,5.76,5.26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.44,0.05,1.493884
motor,5,2,58,47.202797,7.975683,11.4176,13.156863,1,0,4.41,3.34,6.48,6.27,6.24,4.44,2.13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.684211,0.052632,2.099362
occasion,8,3,58,52.857143,16.772895,108.544,16.54902,1,0,4.62,3.27,4.06,3.75,5.93,4.82,3.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6,0.1875,1.140494
surprised,9,2,58,53.746254,81.502578,63.3129,55.058824,0,1,-99,-99,-99,-99,-99,-99,-99,4.32,4.09,5.63,4.77,6.03,4.42,4.3,4.38,4.23,2.95,-99,-99,-99
useful,6,2,58,100.609391,12.391404,47.8494,13.117647,0,1,-99,-99,-99,-99,-99,-99,-99,5.11,2.66,4.62,4.18,6.7,4.87,4.41,5.88,6.11,5.16,-99,-99,-99
vision,6,2,58,42.337662,25.364725,43.6057,23.882353,1,0,5,2.75,4.07,3.71,6.5,3.67,3.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.62069,0.090909,1.64247
wild,4,1,58,55.194805,44.259905,127.758,57.313725,0,1,-99,-99,-99,-99,-99,-99,-99,3.8,3.88,5.49,2.9,6.57,5.24,4.09,4.45,4.19,3.68,-99,-99,-99
fiction,7,2,59,19.6004,5.16879,14.2776,6.078431,1,0,4.08,2.52,3.85,3.11,6.02,4.2,2.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.518519,0.1,1.327987
lie,3,1,59,52.397602,155.269085,89.7565,120.254902,1,0,1.78,4.7,3.62,4.37,6.51,5.02,4.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0,2.326348
notice,6,2,59,92.017982,64.079305,98.872,59.254902,1,0,3.88,4,3.56,3.52,6.56,4.68,2.44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.517241,0,2.369579
painting,8,2,59,42.907093,27.589701,20.5592,29.196078,1,0,4.96,2.25,5.93,4.78,6.34,3.93,2.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.52,0.057143,1.629373
perfect,7,2,59,57.712288,214.829978,100.522,158.647059,0,1,-99,-99,-99,-99,-99,-99,-99,5.47,2.6,4.98,3.14,5.68,5.6,2.31,5.15,6.09,4.07,-99,-99,-99
smile,5,1,59,74.275724,51.893283,125.83,58,1,0,5.76,1.92,6.84,5.32,6.8,5.03,5.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.53125,0.033333,1.912327
taste,5,1,59,41.468531,46.964106,72.2685,51.313725,1,0,4.91,2.04,3.39,4.47,6.52,4.82,2.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.527778,0.148148,1.114094
critical,8,3,60,57.572428,10.406041,27.6659,12.254902,0,1,-99,-99,-99,-99,-99,-99,-99,3.46,5.53,4.35,3.82,5.6,4.99,4.91,2.62,2.73,3.47,-99,-99,-99
garden,6,2,60,111.828172,18.655567,91.3926,26.54902,1,0,5.32,2.07,6.17,5.67,6.1,4.17,2.53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.135135,1.944062
orchestra,9,3,60,15.364635,2.738432,6.65581,5.509804,1,0,4.78,3.07,6.14,6,6.32,2.78,2.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.833333,0.111111,2.188062
sensitive,9,3,60,36.323676,24.782808,17.5196,22.529412,0,1,-99,-99,-99,-99,-99,-99,-99,4.62,4.18,5.02,3.6,6.21,5.35,5.42,4.65,4.65,4.48,-99,-99,-99
truck,5,1,60,11.778222,39.159575,3.23574,72.862745,1,0,3.57,2.94,6.34,5.34,6.31,4.62,1.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.357143,0.032258,1.48249
bible,5,2,61,19.74026,10.440271,-99,18.333333,1,0,5.52,3.79,6.76,6.08,6.5,5.02,4.79,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.763158,0,3.042845
circle,6,2,61,35.584416,14.753302,45.2813,21.509804,1,0,4.39,2.56,6.07,5.63,6.09,4.12,1.92,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.583333,0.03125,2.07316
friendly,8,2,61,40.749251,22.283989,48.021,26.039216,0,1,-99,-99,-99,-99,-99,-99,-99,6.42,2,5.22,5.53,6.79,4.62,4.06,5.6,5.47,5.19,-99,-99,-99
victory,7,3,61,56.283716,12.733708,47.5305,21.45098,1,0,6.07,2.51,5.59,4.64,6.62,5.62,4.96,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.742857,0.107143,1.894046
careful,7,2,62,52.127872,95.331658,45.9957,108.823529,0,1,-99,-99,-99,-99,-99,-99,-99,4.51,3.65,5.18,4.71,6.81,4.84,3.41,5.32,5.13,5.2,-99,-99,-99
fat,3,1,62,46.033966,59.218588,41.2782,79.431373,0,1,-99,-99,-99,-99,-99,-99,-99,2.24,4.08,6.11,5.83,6.55,5.11,3.15,3.17,1.09,3.23,-99,-99,-99
kid,3,1,62,17.292707,252.620337,8.44694,339.196078,1,0,4.79,3.11,6.64,5.88,6.58,4.88,3.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.764706,0,3.04787
library,7,3,62,82.227772,25.501646,39.9159,22.941176,1,0,4.31,2.87,6.78,5.78,6.75,4.43,2.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.709677,0.172414,1.497112
safe,4,1,62,69.6004,171.117759,78.3175,143.196078,1,1,5.82,2.1,4.75,4.03,5.89,4.96,4.64,5.43,2.74,5.28,5.76,6.05,5.46,3.35,4.53,4.75,3.72,0.615385,0.081081,1.691218
sky,3,1,62,49.79021,23.892818,81.4575,44.803922,1,0,5.47,1.67,6.23,6,6.29,4.35,3.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.64,0.037037,2.144614
snow,4,1,62,35.294705,26.905093,61.3849,31.352941,1,0,5.28,2.12,6.4,6.06,6,4.09,2.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.708333,0,2.87487
travel,6,2,62,72.637363,24.269352,32.9515,33.372549,1,0,5.26,1.91,5,4.65,5.73,4.69,2.56,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.434783,0.030303,1.712148
tree,4,1,62,64.025974,49.736768,102.872,65,1,0,4.95,2.04,6.33,5.91,6.62,4.54,2.08,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.730769,0.047619,2.283532
benefit,7,3,63,107.982018,20.367087,34.8542,14.352941,1,0,6.34,2.17,4.14,3.85,6.31,5.22,4.05,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.52,0.125,1.200503
coast,5,1,63,46.923077,17.834037,63.4798,26.686275,1,0,5.14,1.64,6.1,6.03,5.96,5.42,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0.157895,1.003148
pleasure,8,2,63,52.417582,64.661222,142.952,80.745098,1,0,6.14,2.18,4.86,2.8,6.19,5.14,5.18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.171429,1.790156
beach,5,1,64,38.411588,37.927281,21.4318,56.627451,1,0,6.03,1.35,6.35,5.54,6.19,5,3.83,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.652174,0.09375,1.709207
kill,4,1,64,47.332667,365.443729,60.4355,452.568627,1,0,1.69,5.96,5.9,5.18,6.42,5.81,5.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.647059,0.1,1.658944
maintenance,11,3,64,39.97003,7.496457,9.37415,6.843137,1,0,4.03,3.28,4.56,4.68,6.12,4.28,2.24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.769231,0,3.062664
narrow,6,2,64,50.18981,6.572236,68.5059,7.019608,0,1,-99,-99,-99,-99,-99,-99,-99,2.7,4.05,4.33,3.4,6.32,3.65,3.86,2.66,2.65,3.03,-99,-99,-99
reasonable,10,4,64,62.167832,17.662885,34.5124,18.54902,0,1,-99,-99,-99,-99,-99,-99,-99,5.6,2.29,4.99,5.69,5.8,4.93,2.69,5.62,5.63,5.06,-99,-99,-99
rifle,5,2,64,7.102897,5.648016,19.7696,14.568627,1,0,2.8,4.14,6.45,6.17,6.54,3.52,2.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.714286,0.08,1.97102
desk,4,1,65,45.084915,44.225674,24.2633,43.901961,1,0,3.7,3.15,6.95,6,6.8,3.25,1.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.590909,0.083333,1.612878
dominant,8,3,65,30.569431,-99,6.23097,1.607843,0,1,-99,-99,-99,-99,-99,-99,-99,3.72,4.51,5.44,4.94,6.6,4.97,3.55,3.49,4.01,5.37,-99,-99,-99
powerful,8,3,65,72.057942,33.922324,59.6349,35.117647,0,1,-99,-99,-99,-99,-99,-99,-99,4.53,5.18,6,4.29,6.86,5.95,3.56,4.63,4.89,5.81,-99,-99,-99
yellow,6,2,65,45.484515,18.997871,59.0518,33.803922,1,1,4.58,2.11,6.86,4.86,6.55,4.36,2.19,3.64,3.29,5.8,4.07,5.48,3.9,3.53,2.83,2.95,3.93,0.75,0.032258,2.523086
adequate,8,3,66,35.674326,1.574598,11.7111,2.588235,0,1,-99,-99,-99,-99,-99,-99,-99,4.4,3.02,3.27,4.88,6.52,4.99,3.26,4.29,4.09,4.92,-99,-99,-99
baby,4,2,66,90.559441,565.280792,37.2086,509.372549,1,0,5.06,3,5.81,5.62,6.75,5.31,3.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.678571,0.136364,1.560511
broken,6,2,66,71.568432,69.350786,115.006,71.254902,0,1,-99,-99,-99,-99,-99,-99,-99,1.2,5.12,6.46,3.9,6.4,5.07,5.04,2.47,1.23,2.83,-99,-99,-99
capable,7,3,66,49.380619,33.408868,49.0701,20.823529,0,1,-99,-99,-99,-99,-99,-99,-99,5.33,2.85,4.66,4.15,5.4,4.56,3.19,5.98,6.04,4.54,-99,-99,-99
chair,5,1,66,79.87013,43.506836,97.5674,49.235294,1,0,4.41,2.54,6.16,5.8,6.41,4.61,1.64,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.636364,0.0625,1.882876
metal,5,1,66,46.203796,10.987958,21.196,19.45098,1,0,3.55,3.08,5.91,5.26,5.79,4.08,1.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.628571,0,2.65442
moon,4,1,66,29.74026,34.983467,58.7607,49.960784,1,0,4.95,2,6.95,5.79,6.83,4.16,2.66,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.65,0.027778,2.299826
search,6,1,66,62.567433,38.235355,67.6602,48.372549,1,0,3.73,3.73,4.57,3.96,6.69,5.11,2.69,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.333333,0.131579,0.688231
signal,6,2,66,31.648352,21.051695,26.7158,37.764706,1,0,4.17,3.48,5.13,4.06,6.03,4.2,3.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.611111,0.108108,1.518868
sleep,5,1,66,75.964036,196.722097,124.634,227.941176,1,0,5.23,1.76,5.65,5.03,6.38,5.34,2.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.083333,1.813721
emotional,9,4,67,35.934066,23.345131,6.96752,21.196078,0,1,-99,-99,-99,-99,-99,-99,-99,3.48,3.95,5.22,3.19,6.92,5.15,5.46,3.41,3.81,3.56,-99,-99,-99
honor,5,2,67,0.799201,106.319616,65.994,96.313725,1,0,6.07,3.11,3.3,3.92,6.46,4.46,5.38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.44,0.04,1.599717
slow,4,1,67,58.891109,61.409334,51.3802,76.019608,0,1,-99,-99,-99,-99,-99,-99,-99,2.77,3.85,5.73,5.02,6.5,4.52,2.53,2.09,2.35,4.03,-99,-99,-99
career,6,2,68,77.712288,53.639034,35.8811,45.196078,1,0,4.34,4.58,4.55,4.1,6.72,5.48,3.86,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0.026316,1.937932
dress,5,1,68,51.238761,85.610225,83.486,87.196078,1,0,4.6,2.46,6.46,5.42,6,5.14,2.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.695652,0.129032,1.642914
frank,5,1,68,43.066933,120.662153,59.1808,159.392157,0,1,-99,-99,-99,-99,-99,-99,-99,4.26,3.24,4.54,4.02,6.02,3.73,2.87,4,4.14,4.28,-99,-99,-99
wonder,6,2,68,65.664336,127.850536,105.588,116.980392,1,0,5.16,2.23,4.03,3,5.83,4.16,3.83,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,0.272727,1.279075
achievement,11,3,69,31.208791,2.533049,8.42479,3.490196,1,0,6.32,2.93,4.9,4.09,6.19,5.29,5.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0.026316,1.937932
